arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_15,capacity_18
782,783,1467992415,322706695,4852651532,42849195,945263306,340309077,268138070,76921279,860530132,16827689,154353754,12798352,182341054,207879749,1574272585
783,782,1467992415,322706695,4852651532,42849195,945263306,340309077,268138070,76921279,860530132,16827689,154353754,12798352,182341054,207879749,1574272585
783,784,1467992415,322706695,4852651532,42849195,945263306,340309077,268138070,76921279,860530132,16827689,154353754,12798352,182341054,207879749,1574272585
784,783,1467992415,322706695,4852651532,42849195,945263306,340309077,268138070,76921279,860530132,16827689,154353754,12798352,182341054,207879749,1574272585
784,785,1467992415,322706695,4852651532,42849195,945263306,340309077,268138070,76921279,860530132,16827689,154353754,12798352,182341054,207879749,1574272585
785,784,1467992415,322706695,4852651532,42849195,945263306,340309077,268138070,76921279,860530132,16827689,154353754,12798352,182341054,207879749,1574272585
785,774,1514236417,332872449,5005517463,44199010,975040543,351029333,276584828,79344416,887638145,17357787,159216133,13201520,188085076,214428279,1623864575
786,787,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
786,791,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
787,786,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
787,788,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
788,787,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
788,789,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
789,788,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
789,790,272371060,59874944,900360130,7950232,175383991,63140887,49750291,14271960,159662612,3122206,28638768,2374604,33831527,38569973,292090264
790,789,272371060,59874944,900360130,7950232,175383991,63140887,49750291,14271960,159662612,3122206,28638768,2374604,33831527,38569973,292090264
791,786,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
791,792,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
792,805,886581042,194895856,2930715996,25878393,570883417,205526659,161939617,46455926,519709566,10162934,93220585,7729451,110123268,125547137,950768011
792,791,575503549,126512130,1902406408,16798359,370575747,133412870,105119351,30155788,337357427,6597033,60511983,5017394,71483968,81496016,617169033
792,806,1441305348,316840115,4764433748,42070227,928079085,334122498,263263509,75522904,844886301,16521774,151547711,12565687,179026222,204100642,1545653419
793,760,1252458697,275326223,4140175079,36557987,806477769,290344186,228769477,65627535,734185297,14357013,131691213,10919271,155569359,177358409,1343134589
793,794,1451694970,319124051,4798778076,42373490,934769125,336531014,265161239,76067309,850976647,16640871,152640140,12656267,180316729,205571897,1556795232
794,793,1451694970,319124051,4798778076,42373490,934769125,336531014,265161239,76067309,850976647,16640871,152640140,12656267,180316729,205571897,1556795232
794,795,1115967590,245321576,3688984886,32573951,718589007,258702904,203838516,58475543,654174863,12792406,117339698,9729305,138615639,158030151,1196761757
795,794,1115967590,245321576,3688984886,32573951,718589007,258702904,203838516,58475543,654174863,12792406,117339698,9729305,138615639,158030151,1196761757
795,796,773313795,169996477,2556295478,22572238,497948863,179269117,141250640,40520840,453312848,8864544,81310970,6741957,96054210,109507567,829300407
796,795,773313795,169996477,2556295478,22572238,497948863,179269117,141250640,40520840,453312848,8864544,81310970,6741957,96054210,109507567,829300407
796,797,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
797,796,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
797,798,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
798,797,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
798,799,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
799,798,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
799,800,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
800,799,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
800,801,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
801,802,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
801,800,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
802,803,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
802,801,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
803,802,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
803,804,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
804,803,803056633,176534803,2654614535,23440401,517100742,186164083,146683357,42079334,470747957,9205488,84438315,7001263,99748603,113719396,861196576
804,805,844818838,185715329,2792665265,24659397,543992080,195845371,154311487,44267630,495228762,9684211,88829450,7365357,104935935,119633267,905982294
805,804,844818838,185715329,2792665265,24659397,543992080,195845371,154311487,44267630,495228762,9684211,88829450,7365357,104935935,119633267,905982294
805,792,886581042,194895856,2930715996,25878393,570883417,205526659,161939617,46455926,519709566,10162934,93220585,7729451,110123268,125547137,950768011
806,792,1441305348,316840115,4764433748,42070227,928079085,334122498,263263509,75522904,844886301,16521774,151547711,12565687,179026222,204100642,1545653419
806,807,1420526105,312272243,4695745092,41463702,914699005,329305467,259468049,74434093,832705608,16283580,149362854,12384528,176445208,201158131,1523369794
807,806,1420526105,312272243,4695745092,41463702,914699005,329305467,259468049,74434093,832705608,16283580,149362854,12384528,176445208,201158131,1523369794
807,808,1420526105,312272243,4695745092,41463702,914699005,329305467,259468049,74434093,832705608,16283580,149362854,12384528,176445208,201158131,1523369794
808,807,1420526105,312272243,4695745092,41463702,914699005,329305467,259468049,74434093,832705608,16283580,149362854,12384528,176445208,201158131,1523369794
808,780,1395265064,306719145,4612241235,40726358,898433025,323449469,254853961,73110441,817897707,15994011,146706753,12164296,173307505,197580961,1496279897
809,695,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
809,810,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
810,809,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
810,811,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
811,810,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
811,812,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
812,811,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
812,813,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
813,812,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
813,814,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
814,813,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
814,815,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
815,814,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
815,816,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
816,815,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
816,833,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
817,780,185179726,40707797,612137141,5405206,119240125,42928247,33824244,9703225,108551469,2122726,19470935,1614446,23001390,26222965,198586425
817,818,112452374,24720246,371726845,3282369,72409845,26068638,20540135,5892387,65919044,1289048,11823934,980390,13967840,15924177,120593736
818,725,12223084,2686983,40405091,356779,7870635,2833547,2232623,640476,7165113,140113,1285210,106564,1518243,1730888,13108014
818,817,112452374,24720246,371726845,3282369,72409845,26068638,20540135,5892387,65919044,1289048,11823934,980390,13967840,15924177,120593736
819,780,55207597,12136207,182496331,1611453,35549036,12798190,10084015,2892820,32362429,632848,5804866,481314,6857400,7817847,59204533
819,820,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
820,819,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
820,821,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
821,820,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
821,822,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
822,821,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
822,823,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
823,822,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
823,824,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
824,708,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
824,823,71912478,15808418,237716623,2099051,46305571,16670705,13135267,3768139,42154751,824337,7561320,626952,8932333,10183396,77118820
825,826,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
825,708,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
826,827,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
826,825,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
827,826,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
827,828,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
828,827,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
828,829,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
829,828,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
829,830,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
830,829,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
830,831,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
831,830,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
831,832,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
832,831,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
832,833,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
833,834,104303652,22928924,344790117,3044516,67162755,24179606,19051719,5465403,61142301,1195639,10967127,909347,12955678,14770251,111855060
833,816,571836623,125706035,1890284880,16691325,368214557,132562806,104449564,29963645,335207893,6554999,60126420,4985425,71028495,80976749,613236628
833,879,689381950,151545858,2278847180,20122353,443903834,159812089,125919959,36122898,404112401,7902428,72485859,6010217,85628938,97622130,739292038
833,832,13241674,2910898,43772182,386510,8526521,3069676,2418675,693850,7762206,151790,1392311,115444,1644763,1875129,14200349
834,835,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
834,833,104303652,22928924,344790117,3044516,67162755,24179606,19051719,5465403,61142301,1195639,10967127,909347,12955678,14770251,111855060
835,834,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
835,836,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
836,835,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
836,837,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
837,836,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
837,838,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
838,837,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
838,839,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
839,838,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
839,840,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
840,839,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
840,841,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
841,842,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
841,840,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
842,843,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
842,841,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
843,842,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
843,844,250369508,55038374,827630964,7308029,161216847,58040501,45731569,13119102,146765408,2870001,26325390,2182788,31098689,35454373,268495837
844,843,250369508,55038374,827630964,7308029,161216847,58040501,45731569,13119102,146765408,2870001,26325390,2182788,31098689,35454373,268495837
844,845,292131713,64218901,965681695,8527025,188108184,67721789,53359699,15307398,171246212,3348724,30716525,2546882,36286021,41368243,313281555
845,741,146065856,32109450,482840847,4263512,94054092,33860894,26679849,7653699,85623106,1674362,15358262,1273441,18143010,20684121,156640777
845,844,292131713,64218901,965681695,8527025,188108184,67721789,53359699,15307398,171246212,3348724,30716525,2546882,36286021,41368243,313281555
846,847,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
846,760,93710312,20600205,309772370,2735308,60341537,21723865,17116779,4910323,54932536,1074207,9853278,816991,11639867,13270147,100494780
847,846,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
847,848,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
848,847,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
848,849,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
849,850,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
849,848,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
850,849,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
850,851,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
851,850,145862138,32064667,482167429,4257566,93922915,33813669,26642639,7643024,85503687,1672026,15336842,1271665,18117706,20655273,156422310
851,852,93710312,20600205,309772370,2735308,60341537,21723865,17116779,4910323,54932536,1074207,9853278,816991,11639867,13270147,100494780
852,851,93710312,20600205,309772370,2735308,60341537,21723865,17116779,4910323,54932536,1074207,9853278,816991,11639867,13270147,100494780
852,853,62541447,13748397,206739386,1825520,40271417,14498319,11423589,3277106,36661497,716916,6575992,545253,7768346,8856381,67069342
853,852,62541447,13748397,206739386,1825520,40271417,14498319,11423589,3277106,36661497,716916,6575992,545253,7768346,8856381,67069342
853,854,62541447,13748397,206739386,1825520,40271417,14498319,11423589,3277106,36661497,716916,6575992,545253,7768346,8856381,67069342
854,853,62541447,13748397,206739386,1825520,40271417,14498319,11423589,3277106,36661497,716916,6575992,545253,7768346,8856381,67069342
854,855,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
855,854,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
855,856,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
856,855,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
856,857,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
857,858,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
857,856,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
858,859,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
858,857,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
859,858,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
859,860,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
860,859,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
860,861,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
861,860,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
862,863,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
862,671,443290521,97447928,1465357998,12939196,285441708,102763329,80969808,23227963,259854783,5081467,46610292,3864725,55061634,62773568,475384005
863,862,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
863,864,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
864,863,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
864,865,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
865,864,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
865,866,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
866,865,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
866,867,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
867,866,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
867,868,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
868,867,611969083,134528297,2022948265,17862751,394056476,141866287,111780011,32066544,358733349,7015040,64346194,5335311,76013395,86659834,656274610
868,869,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
868,874,259536821,57053612,857934783,7575614,167119824,60165662,47406036,13599460,152139243,2975086,27289298,2262711,32237372,36752539,278326848
869,868,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
869,870,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
870,869,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
870,871,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
871,870,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
871,872,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
872,871,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
872,873,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
873,940,546983019,120242503,1808127860,15965874,352210932,126801259,99909897,28661342,320638829,6270100,57513159,4768745,67941400,77457275,586583665
873,872,768424561,168921684,2540133441,22429526,494800609,178135698,140357591,40264649,450446802,8808499,80796886,6699331,95446913,108815211,824057201
874,886,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
874,868,259536821,57053612,857934783,7575614,167119824,60165662,47406036,13599460,152139243,2975086,27289298,2262711,32237372,36752539,278326848
875,896,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
875,876,375656121,82579953,1241783156,10965017,241890859,87084365,68615959,19683990,220207821,4306169,39498795,3275071,46660686,53195983,402852990
875,885,470385024,103404074,1554922618,13730057,302888283,109044360,85918790,24647687,275737451,5392053,49459175,4100943,58427074,66610372,504440105
876,875,375656121,82579953,1241783156,10965017,241890859,87084365,68615959,19683990,220207821,4306169,39498795,3275071,46660686,53195983,402852990
876,877,386045743,84863889,1276127484,11268280,248580899,89492881,70513689,20228396,226298168,4425266,40591224,3365650,47951193,54667239,413994802
877,876,386045743,84863889,1276127484,11268280,248580899,89492881,70513689,20228396,226298168,4425266,40591224,3365650,47951193,54667239,413994802
877,878,386045743,84863889,1276127484,11268280,248580899,89492881,70513689,20228396,226298168,4425266,40591224,3365650,47951193,54667239,413994802
878,877,386045743,84863889,1276127484,11268280,248580899,89492881,70513689,20228396,226298168,4425266,40591224,3365650,47951193,54667239,413994802
878,928,315151855,69279386,1041777951,9198960,202931214,73058304,57564473,16513630,184740509,3612605,33137004,2747578,39145380,44628083,337968316
879,880,793685602,174474783,2623637298,23166870,511066589,183991696,144971679,41588301,465254703,9098068,83452987,6919564,98584616,112392382,851147098
879,833,689381950,151545858,2278847180,20122353,443903834,159812089,125919959,36122898,404112401,7902428,72485859,6010217,85628938,97622130,739292038
880,879,793685602,174474783,2623637298,23166870,511066589,183991696,144971679,41588301,465254703,9098068,83452987,6919564,98584616,112392382,851147098
880,881,689381950,151545858,2278847180,20122353,443903834,159812089,125919959,36122898,404112401,7902428,72485859,6010217,85628938,97622130,739292038
881,880,689381950,151545858,2278847180,20122353,443903834,159812089,125919959,36122898,404112401,7902428,72485859,6010217,85628938,97622130,739292038
881,882,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
882,881,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
882,883,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
883,882,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
883,884,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
884,883,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
884,885,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
885,875,470385024,103404074,1554922618,13730057,302888283,109044360,85918790,24647687,275737451,5392053,49459175,4100943,58427074,66610372,504440105
885,884,585078298,128616934,1934057063,17077836,376741078,135632482,106868240,30657495,342970099,6706789,61518731,5100869,72673259,82851879,627436978
886,887,417214608,91715697,1379160468,12178067,268651020,96718427,76206878,21861612,244569207,4782557,43868510,3637389,51822714,59081005,447420240
886,874,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
887,886,417214608,91715697,1379160468,12178067,268651020,96718427,76206878,21861612,244569207,4782557,43868510,3637389,51822714,59081005,447420240
887,888,417214608,91715697,1379160468,12178067,268651020,96718427,76206878,21861612,244569207,4782557,43868510,3637389,51822714,59081005,447420240
888,887,417214608,91715697,1379160468,12178067,268651020,96718427,76206878,21861612,244569207,4782557,43868510,3637389,51822714,59081005,447420240
888,889,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
