arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_15,capacity_18
313,314,562669310,123690798,1859981061,16423741,362311580,130437645,102775097,29483287,329834058,6449913,59162513,4905502,69889813,79678582,603405617
314,313,562669310,123690798,1859981061,16423741,362311580,130437645,102775097,29483287,329834058,6449913,59162513,4905502,69889813,79678582,603405617
314,315,541686349,119078143,1790618987,15811269,348800323,125573388,98942426,28383802,317533947,6209384,56956235,4722567,67283494,76707223,580903525
315,314,541686349,119078143,1790618987,15811269,348800323,125573388,98942426,28383802,317533947,6209384,56956235,4722567,67283494,76707223,580903525
315,316,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
316,315,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
316,317,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
317,316,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
317,318,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
318,317,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
318,319,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
319,318,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
319,320,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
320,321,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
320,319,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
321,322,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
321,320,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
322,321,572855214,125929951,1893651971,16721057,368870443,132798935,104635616,30017018,335804986,6566675,60233521,4994305,71155016,81120990,614328963
322,323,602598052,132468277,1991971028,17589220,388022322,139693901,110068333,31575512,353240096,6907619,63360866,5253611,74849408,85332819,646225132
323,322,602598052,132468277,1991971028,17589220,388022322,139693901,110068333,31575512,353240096,6907619,63360866,5253611,74849408,85332819,646225132
323,324,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
324,323,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
324,325,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
325,324,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
325,326,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
326,327,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
326,325,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
327,326,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
327,328,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
328,327,632544608,139051386,2090963503,18463329,407305379,146636093,115538260,33144681,370794624,7250898,66509631,5514693,78569105,89573497,678339769
328,299,465088354,102239715,1537413745,13575452,299477675,107816489,84951320,24370147,272632569,5331337,48902251,4054765,57769168,65860320,498759965
329,352,556150332,122257740,1838431679,16233458,358113908,128926420,101584364,29141700,326012664,6375186,58477067,4848668,69080083,78755442,596414676
329,330,556150332,122257740,1838431679,16233458,358113908,128926420,101584364,29141700,326012664,6375186,58477067,4848668,69080083,78755442,596414676
330,235,556150332,122257740,1838431679,16233458,358113908,128926420,101584364,29141700,326012664,6375186,58477067,4848668,69080083,78755442,596414676
330,329,556150332,122257740,1838431679,16233458,358113908,128926420,101584364,29141700,326012664,6375186,58477067,4848668,69080083,78755442,596414676
331,332,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
331,259,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
332,331,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
332,333,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
333,332,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
333,334,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
334,335,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
334,333,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
335,336,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
335,334,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
336,335,41558486,9135743,137377312,1213049,26760160,9634062,7590919,2177621,24361385,476387,4369714,362318,5162028,5885022,44567250
336,337,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
337,336,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
338,162,154214579,33900772,509777575,4501365,99301182,35749926,28168265,8080683,90399848,1767771,16215069,1344484,19155173,21838047,165379454
339,349,36872970,8105732,121888693,1076284,23743083,8547868,6735080,1932105,21614759,422677,3877051,321468,4580034,5221514,39542511
340,341,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
340,423,36872970,8105732,121888693,1076284,23743083,8547868,6735080,1932105,21614759,422677,3877051,321468,4580034,5221514,39542511
341,340,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
341,342,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
342,341,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
342,343,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
343,344,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
343,342,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
344,345,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
344,343,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
345,344,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
345,346,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
346,345,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
346,347,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
347,346,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
347,348,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
348,347,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
348,349,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
349,348,73745941,16211465,243777387,2152568,47486166,17095737,13470161,3864210,43229518,845354,7754102,642936,9160069,10443029,79085023
349,339,36872970,8105732,121888693,1076284,23743083,8547868,6735080,1932105,21614759,422677,3877051,321468,4580034,5221514,39542511
350,352,1009830475,221989604,3338134005,29475917,650245657,234098265,184451903,52914068,591957794,11575750,106179789,8803973,125432224,143000266,1082940494
350,353,2089536248,459339797,6907250453,60991423,1345485113,484394978,381666970,109489530,1224876154,23952485,219706696,18217138,259543741,295895447,2240815141
351,353,485256443,106673237,1604082146,14164138,312464223,112491843,88635148,25426934,284455006,5562525,51022847,4230596,60274270,68716286,520388190
352,350,1009830475,221989604,3338134005,29475917,650245657,234098265,184451903,52914068,591957794,11575750,106179789,8803973,125432224,143000266,1082940494
352,353,131601873,28929853,435028155,3841323,84740507,30507863,24037911,6895801,77144388,1508560,13837430,1147340,16346422,18635903,141129626
352,300,897174382,197224575,2965733742,26187601,577704635,207982400,163874557,47011006,525919331,10284366,94334434,7821807,111439079,127047240,962128291
352,329,556150332,122257740,1838431679,16233458,358113908,128926420,101584364,29141700,326012664,6375186,58477067,4848668,69080083,78755442,596414676
353,378,2251492114,494942326,7442617920,65718749,1449771032,521939484,411249230,117975850,1319813908,25808996,236735732,19629113,279660468,318829724,2414496338
353,350,2089536248,459339797,6907250453,60991423,1345485113,484394978,381666970,109489530,1224876154,23952485,219706696,18217138,259543741,295895447,2240815141
353,352,131601873,28929853,435028155,3841323,84740507,30507863,24037911,6895801,77144388,1508560,13837430,1147340,16346422,18635903,141129626
353,351,485256443,106673237,1604082146,14164138,312464223,112491843,88635148,25426934,284455006,5562525,51022847,4230596,60274270,68716286,520388190
353,594,1387523778,305017388,4586651344,40500398,893448290,321654888,253439966,72704805,813359801,15905272,145892786,12096805,172345951,196484731,1487978154
354,414,811205356,178326125,2681551263,23678253,522347833,188053115,148171772,42506318,475524699,9298898,85295122,7072306,100760765,114873322,869935253
354,391,1181972244,259831286,3907172382,34500559,761090438,274004061,215894682,61934118,692866476,13549022,124279833,10304751,146814154,167376950,1267545037
354,392,906341695,199239812,2996037561,26455186,583607611,210107561,165549025,47491364,531293166,10389452,95298342,7901730,112577761,128345407,971959302
354,430,838707296,184371838,2772462719,24481007,540056762,194428597,153195175,43947391,491646205,9614154,88186845,7312075,104176814,118767822,899428286
355,383,2236620695,491673163,7393458392,65284668,1440195092,518492001,408532871,117196603,1311096353,25638524,235172060,19499460,277813272,316723809,2398548253
355,356,2294272909,504346767,7584035742,66967477,1477318256,531856901,419063412,120217519,1344891805,26299395,241233968,20002088,284974321,324887835,2460374390
356,355,2294272909,504346767,7584035742,66967477,1477318256,531856901,419063412,120217519,1344891805,26299395,241233968,20002088,284974321,324887835,2460374390
356,357,2294272909,504346767,7584035742,66967477,1477318256,531856901,419063412,120217519,1344891805,26299395,241233968,20002088,284974321,324887835,2460374390
357,235,2294272909,504346767,7584035742,66967477,1477318256,531856901,419063412,120217519,1344891805,26299395,241233968,20002088,284974321,324887835,2460374390
357,356,2294272909,504346767,7584035742,66967477,1477318256,531856901,419063412,120217519,1344891805,26299395,241233968,20002088,284974321,324887835,2460374390
358,359,3008304746,661311376,9944366524,87809335,1937094538,697383312,549485828,157632046,1763453853,34484387,316311669,26227209,373665050,426000591,3226100925
358,368,2950448814,648592988,9753115756,86120580,1899840197,683971187,538918078,154600455,1729538982,33821180,310228340,25722806,366478697,417807718,3164056321
359,358,3008304746,661311376,9944366524,87809335,1937094538,697383312,549485828,157632046,1763453853,34484387,316311669,26227209,373665050,426000591,3226100925
359,360,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
360,359,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
360,361,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
361,360,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
361,362,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
362,361,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
362,363,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
363,362,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
363,364,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
364,363,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
364,365,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
365,364,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
365,366,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
366,383,2793993336,614199602,9235930581,81553805,1799096064,647701776,510340498,146402351,1637825529,32027721,293777649,24358785,347045179,395652340,2996273731
366,365,2814365143,618677907,9303272400,82148437,1812213790,652424356,514061537,147469812,1649767385,32261245,295919666,24536392,349575585,398537155,3018120423
367,369,2787474358,612766544,9214381198,81363522,1794898392,646190551,509149766,146060763,1634004135,31952994,293092203,24301950,346235449,394729200,2989282790
367,371,2787474358,612766544,9214381198,81363522,1794898392,646190551,509149766,146060763,1634004135,31952994,293092203,24301950,346235449,394729200,2989282790
368,600,1011460219,222347869,3343521351,29523488,651295075,234476071,184749586,52999465,592913142,11594432,106351150,8818182,125634656,143231051,1084688230
368,358,2950448814,648592988,9753115756,86120580,1899840197,683971187,538918078,154600455,1729538982,33821180,310228340,25722806,366478697,417807718,3164056321
368,424,1059945120,233006236,3503794882,30938712,682515262,245715810,193605659,55540024,621334759,12150217,111449151,9240886,131657022,150096910,1136683355
368,370,2715969315,597047691,8978011411,79276363,1748855175,629614297,496088919,142313973,1592088221,31133327,285573723,23678550,337353724,384603500,2912600903
369,367,2787474358,612766544,9214381198,81363522,1794898392,646190551,509149766,146060763,1634004135,31952994,293092203,24301950,346235449,394729200,2989282790
369,431,152788552,33587291,505063648,4459741,98382941,35419346,27907792,8005961,89563918,1751424,16065128,1332051,18978044,21636110,163850185
369,372,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
369,437,422918714,92969622,1398016178,12344564,272323983,98040750,77248769,22160501,247912927,4847943,44468275,3687119,52531228,59888753,453537314
370,368,2715969315,597047691,8978011411,79276363,1748855175,629614297,496088919,142313973,1592088221,31133327,285573723,23678550,337353724,384603500,2912600903
370,371,2787474358,612766544,9214381198,81363522,1794898392,646190551,509149766,146060763,1634004135,31952994,293092203,24301950,346235449,394729200,2989282790
371,367,2787474358,612766544,9214381198,81363522,1794898392,646190551,509149766,146060763,1634004135,31952994,293092203,24301950,346235449,394729200,2989282790
371,370,2787474358,612766544,9214381198,81363522,1794898392,646190551,509149766,146060763,1634004135,31952994,293092203,24301950,346235449,394729200,2989282790
372,369,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
372,373,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
373,372,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
373,374,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
374,373,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
374,375,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
375,376,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
375,374,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
376,377,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
376,375,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
377,376,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
377,686,2496564953,548816341,8252740012,72872175,1607577271,578752116,456013329,130817412,1463474434,28618281,262504198,21765724,310101252,353534045,2677312036
378,379,2377593600,522663037,7859463784,69399523,1530969753,551172251,434282461,124583437,1393733996,27254505,249994818,20728500,295323681,336686727,2549727358
378,353,2251492114,494942326,7442617920,65718749,1449771032,521939484,411249230,117975850,1319813908,25808996,236735732,19629113,279660468,318829724,2414496338
379,378,2377593600,522663037,7859463784,69399523,1530969753,551172251,434282461,124583437,1393733996,27254505,249994818,20728500,295323681,336686727,2549727358
379,380,2367203979,520379101,7825119456,69096260,1524279713,548763736,432384731,124039031,1387643649,27135408,248902390,20637920,294033174,335215472,2538585545
380,379,2367203979,520379101,7825119456,69096260,1524279713,548763736,432384731,124039031,1387643649,27135408,248902390,20637920,294033174,335215472,2538585545
380,381,2356814357,518095165,7790775128,68792998,1517589673,546355220,430487001,123494626,1381553303,27016311,247809961,20547341,292742667,333744216,2527443733
381,380,2356814357,518095165,7790775128,68792998,1517589673,546355220,430487001,123494626,1381553303,27016311,247809961,20547341,292742667,333744216,2527443733
381,382,2356814357,518095165,7790775128,68792998,1517589673,546355220,430487001,123494626,1381553303,27016311,247809961,20547341,292742667,333744216,2527443733
382,383,2356814357,518095165,7790775128,68792998,1517589673,546355220,430487001,123494626,1381553303,27016311,247809961,20547341,292742667,333744216,2527443733
382,381,2356814357,518095165,7790775128,68792998,1517589673,546355220,430487001,123494626,1381553303,27016311,247809961,20547341,292742667,333744216,2527443733
383,382,2356814357,518095165,7790775128,68792998,1517589673,546355220,430487001,123494626,1381553303,27016311,247809961,20547341,292742667,333744216,2527443733
383,384,1771124904,389343881,5854697810,51697322,1140455062,410581060,323507130,92805106,1038224947,20302516,186226969,15441143,219993495,250805793,1899351354
383,355,2236620695,491673163,7393458392,65284668,1440195092,518492001,408532871,117196603,1311096353,25638524,235172060,19499460,277813272,316723809,2398548253
383,366,2793993336,614199602,9235930581,81553805,1799096064,647701776,510340498,146402351,1637825529,32027721,293777649,24358785,347045179,395652340,2996273731
384,385,1771124904,389343881,5854697810,51697322,1140455062,410581060,323507130,92805106,1038224947,20302516,186226969,15441143,219993495,250805793,1899351354
384,383,1771124904,389343881,5854697810,51697322,1140455062,410581060,323507130,92805106,1038224947,20302516,186226969,15441143,219993495,250805793,1899351354
385,384,1771124904,389343881,5854697810,51697322,1140455062,410581060,323507130,92805106,1038224947,20302516,186226969,15441143,219993495,250805793,1899351354
385,386,1820220959,400136598,6016991596,53130386,1172068781,421962477,332474834,95377689,1067004820,20865307,191389230,15869175,226091774,257758196,1952001880
386,385,1820220959,400136598,6016991596,53130386,1172068781,421962477,332474834,95377689,1067004820,20865307,191389230,15869175,226091774,257758196,1952001880
386,387,1869928168,411063663,6181305636,54581288,1204076032,433485571,341554169,97982295,1096142948,21435104,196615752,16302536,232265964,264797144,2005307807
387,386,1869928168,411063663,6181305636,54581288,1204076032,433485571,341554169,97982295,1096142948,21435104,196615752,16302536,232265964,264797144,2005307807
387,388,1869928168,411063663,6181305636,54581288,1204076032,433485571,341554169,97982295,1096142948,21435104,196615752,16302536,232265964,264797144,2005307807
388,387,1869928168,411063663,6181305636,54581288,1204076032,433485571,341554169,97982295,1096142948,21435104,196615752,16302536,232265964,264797144,2005307807
388,389,1869928168,411063663,6181305636,54581288,1204076032,433485571,341554169,97982295,1096142948,21435104,196615752,16302536,232265964,264797144,2005307807
389,388,1869928168,411063663,6181305636,54581288,1204076032,433485571,341554169,97982295,1096142948,21435104,196615752,16302536,232265964,264797144,2005307807
389,390,1901300751,417960254,6285012038,55497022,1224277329,440758343,347284569,99626186,1114533406,21794730,199914458,16576051,236162789,269239759,2038951712
390,389,1901300751,417960254,6285012038,55497022,1224277329,440758343,347284569,99626186,1114533406,21794730,199914458,16576051,236162789,269239759,2038951712
390,391,1932673334,424856844,6388718441,56412756,1244478626,448031115,353014969,101270076,1132923864,22154356,203213164,16849565,240059615,273682373,2072595617
391,354,1181972244,259831286,3907172382,34500559,761090438,274004061,215894682,61934118,692866476,13549022,124279833,10304751,146814154,167376950,1267545037
391,390,1932673334,424856844,6388718441,56412756,1244478626,448031115,353014969,101270076,1132923864,22154356,203213164,16849565,240059615,273682373,2072595617
392,354,906341695,199239812,2996037561,26455186,583607611,210107561,165549025,47491364,531293166,10389452,95298342,7901730,112577761,128345407,971959302
392,393,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
393,392,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
393,394,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
394,393,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
394,395,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
395,394,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
395,396,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
396,395,1669062151,366907571,5517315293,48718215,1074735257,386920937,304864725,87457124,978396249,19132564,175495463,14551332,207316161,236352871,1789899430
396,397,1544590410,339545124,5105856774,45085012,994585954,358065976,282129176,80934934,905431510,17705737,162407738,13466154,191855381,218726653,1656416145
396,434,124471741,27362446,411458518,3633202,80149303,28854960,22735548,6522190,72964739,1426827,13087724,1085178,15460780,17626218,133483284
397,396,1544590410,339545124,5105856774,45085012,994585954,358065976,282129176,80934934,905431510,17705737,162407738,13466154,191855381,218726653,1656416145
397,398,1544590410,339545124,5105856774,45085012,994585954,358065976,282129176,80934934,905431510,17705737,162407738,13466154,191855381,218726653,1656416145
398,485,212274229,46663943,701701761,6196067,136686700,49209278,38773226,11122949,124434137,2433312,22319818,1850663,26366830,30059769,227642524
398,397,1544590410,339545124,5105856774,45085012,994585954,358065976,282129176,80934934,905431510,17705737,162407738,13466154,191855381,218726653,1656416145
398,399,1332316180,292881181,4404155012,38888945,857899253,308856698,243355950,69811985,780997372,15272424,140087920,11615490,165488550,188666883,1428773620
399,484,959308393,210883406,3171126292,28001229,617713698,222386268,175223726,50266764,562341991,10996612,100867586,8363508,119156817,135845925,1028760700
399,485,212274229,46663943,701701761,6196067,136686700,49209278,38773226,11122949,124434137,2433312,22319818,1850663,26366830,30059769,227642524
399,411,585282016,128661717,1934730481,17083782,376872256,135679708,106905450,30668170,343089518,6709124,61540152,5102645,72698563,82880727,627655445
399,398,1332316180,292881181,4404155012,38888945,857899253,308856698,243355950,69811985,780997372,15272424,140087920,11615490,165488550,188666883,1428773620
400,458,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
400,405,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
400,406,384008562,84416059,1269393302,11208816,247269127,89020623,70141585,20121650,225103982,4401914,40377022,3347889,47698152,54378757,411810133
401,413,536185961,117869001,1772436696,15650719,345258537,124298292,97937746,28095587,314309645,6146333,56377890,4674613,66600285,75928323,575004918
401,402,539241732,118540747,1782537969,15739914,347226196,125006679,98495902,28255707,316100924,6181362,56699193,4701254,66979846,76361046,578281922
402,401,539241732,118540747,1782537969,15739914,347226196,125006679,98495902,28255707,316100924,6181362,56699193,4701254,66979846,76361046,578281922
402,403,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
403,402,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
403,404,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
404,403,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
404,405,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
405,400,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
405,404,591393558,130005209,1954933027,17262172,380807573,137096482,108021762,30988408,346672075,6779181,62182757,5155928,73457685,83746171,634209452
406,400,384008562,84416059,1269393302,11208816,247269127,89020623,70141585,20121650,225103982,4401914,40377022,3347889,47698152,54378757,411810133
406,407,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
407,408,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
407,406,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
408,409,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
408,407,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
409,408,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
409,410,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
410,409,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
410,760,394398184,86699994,1303737630,11512079,253959167,91429138,72039315,20666055,231194329,4521011,41469451,3438469,48988659,55850013,422951946
411,399,585282016,128661717,1934730481,17083782,376872256,135679708,106905450,30668170,343089518,6709124,61540152,5102645,72698563,82880727,627655445
