node,pos_00,pos_01,inflow_00,inflow_01,inflow_02,inflow_03,inflow_05,inflow_06,inflow_07,inflow_08,inflow_09,inflow_10,inflow_11,inflow_12,inflow_13,inflow_15,inflow_18
256,376740,7023760,-3531916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,366496,7020648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,354763,7024076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,481778,7004584,-17092802,0,0,-50132,0,0,0,-68037,0,0,0,0,0,-15828017,0
260,515888,6966253,-34767885,0,72447431,-26907,0,0,0,860,0,10981,0,-55761,-34909,0,0
261,511660,6975720,0,0,-24476959,0,0,0,-834750,-1605,0,0,0,0,0,2013585,0
262,502049,6980573,0,0,-8665727,90770,0,0,0,0,0,-6507,1008703,-363,-58619,2902999,-29857145
263,491542,6994065,0,0,264369,-12218,0,-673943,0,-64479,5413642,0,0,0,114756,4421436,66471
264,487201,7000531,-11898026,0,0,0,-2991350,-472934,0,0,-1364513,10436,-2199138,0,0,0,18494790
265,546968,6933266,55153584,0,-398070292,85493,-1976955,-2822096,16165525,0,0,51790,0,0,-63043,2630283,0
266,551134,6931777,0,0,-262328488,-21893,8428233,0,0,0,0,0,-227262,0,2446060,0,-22147069
267,552996,6930750,0,0,4980160,259561,17122371,-4772167,0,0,11412900,0,0,253192,-2491453,0,21118469
268,554997,6929845,0,0,0,0,40839853,137749,0,0,79542933,0,0,362132,-47158,28894916,0
269,555556,6929917,0,0,24204318,0,-1216309,0,0,-3161951,0,1508245,0,0,0,0,0
270,560149,6929982,0,0,660398780,0,-17840367,0,0,3323364,46739851,0,-6560136,-347580,0,0,0
271,568855,6927554,98893785,0,-8519524,0,0,-5196625,-15854742,0,8187985,1803176,44683245,-567796,-59428,927011,0
272,570957,6926109,-34626526,0,0,-325308,6164390,0,10886451,-4056437,-117109800,-1177079,-97854,-176493,0,0,0
273,573969,6925074,-43455868,0,21549383,0,0,-4348790,0,-1723483,0,0,-13807563,0,0,0,0
274,582597,6921968,163255032,0,-15667036,-2184952,-10196701,0,4614727,-4488107,0,-192558,-16930652,0,-66468,2784293,0
275,595824,6917299,0,0,0,5831360,0,14702965,0,0,0,0,0,-261070,-75868,-33213835,0
276,603777,6916705,0,0,0,0,0,0,0,-1599881,8405109,-1918372,-7198485,268558,0,1532699,0
277,609136,6917597,0,0,0,0,-39597802,-1493720,-20636248,11706495,0,0,0,649370,0,0,0
278,647701,6954350,0,0,-1886335,-3165,0,0,-103400,-1117,670027,-12763,0,-4971,0,49887,0
279,649275,6964742,0,0,0,15684,0,-9672,0,0,0,0,-63982,0,73413,10133,0
280,646069,6973292,1097419,0,0,24169,349192,0,0,0,0,0,173234,0,0,64122,0
281,643655,6978290,-624710,0,0,0,-460427,0,0,0,0,0,0,0,0,-119478,0
282,641034,6980726,-718621,0,0,-6413,0,0,0,0,0,234,0,0,-399,49014,-203439
283,638800,6984791,0,0,0,-11076,0,0,-23926,0,26418,0,-102194,0,0,0,0
284,638878,6994763,647815,0,322566846,-578,0,59730,-22894,26016,0,-10172,0,0,0,0,-820044
285,639161,6997229,0,0,0,0,0,0,0,0,0,0,0,0,0,8827534,-66850876
286,631012,7006651,0,0,-321444954,0,0,0,0,0,0,0,10224562,0,0,0,0
287,616800,7005890,0,0,0,0,0,0,0,-3266433,0,0,0,0,0,-8827534,0
288,614057,7006212,0,0,0,0,0,0,0,3266433,0,0,-10224562,0,0,0,66850876
289,619331,6926127,258592141,0,0,0,0,0,0,37915,-20909775,0,0,0,0,-106590,0
290,620042,6928581,0,0,0,0,0,-670599,0,0,0,34644,0,-128446,0,-4773,299157591
291,620084,6930534,0,0,0,-8380,254078,0,-73190,-119653,21579278,0,0,0,-68686,0,-335892618
292,621548,6932612,785176,0,-679883,-29507,0,0,0,0,-436660,0,0,303475,-48770,-133227,-633317
293,623736,6938151,0,0,0,0,0,1227278,0,40551,0,0,22028,-1273,0,158987,0
294,625494,6937818,0,0,0,25261,0,0,0,54237,0,0,0,0,0,0,0
295,634000,6937877,1899488,0,0,0,-146170,0,-35130,11523,0,0,-130949,0,0,562333,0
296,640332,6941155,0,0,0,0,0,0,0,0,60831,0,0,0,-9125,0,37800691
297,643112,6944448,0,0,-43685221,0,0,0,0,46638,0,0,0,0,0,85667,0
298,650140,6948362,1508146,0,-72496173,45292,0,0,0,636,0,0,0,0,8631,0,0
299,619690,6919389,-483970413,0,177500622,-4709049,11750771,0,0,-397774,0,0,0,-776505,-195920,0,4268058
300,618427,6734715,0,0,51023053,-833676,0,3192558,0,0,0,15205,0,-16303,-560537,0,-100974098
301,619617,6744119,0,0,-30784352,0,19476136,2553626,406010,245587,13028029,46280,0,-20798,-83073,0,0
302,611888,6753532,143869790,0,7512152,588396,-6056822,0,0,-306019,0,-80830,170435,905259,3439,0,-5554084
303,611248,6760738,29566321,0,0,-1986459,-34298610,21222271,0,0,4655008,10470,-521145,0,122870,-4059002,-21104219
304,614275,6765454,-23953836,0,24611268,432315,-12164121,0,0,0,0,53037,832810,0,-864082,378031,0
305,614542,6776740,0,0,0,-1313607,19085931,0,0,0,0,0,0,68730,-117572,4948110,-7596671
306,614451,6786192,-117175473,0,0,0,-6756955,0,6860808,0,-3924230,10134,0,-430693,0,0,0
307,613471,6787970,0,0,-113583203,203470,12128797,1658012,460279,0,-5021959,0,0,100181,0,36959,0
308,613443,6788302,0,0,0,93240,4124540,0,348495,-1569869,0,-84207,0,-56878,-133469,0,0
309,612537,6790717,-12731357,0,5961474,218431,-16885237,-6311876,0,843517,989484,0,0,154292,0,321824,-4051252
310,609009,6797836,-36128459,0,48705101,0,0,-2790408,-1649020,1853344,-8063438,10690,0,92441,-108903,-3119155,3621981
311,606465,6810143,0,0,61675140,-91514,0,1394390,0,0,3082491,-22582,4952,-6664,0,-418692,0
312,605755,6820822,-1276143,0,14018603,283274,6225730,794556,0,105164,0,-28140,239478,0,-95207,0,2848662
313,606574,6830204,-11480807,0,0,0,15816072,511167,1318034,-246327,3171855,0,361746,0,-926550,-472092,0
314,610270,6836373,23621581,0,0,101907,0,0,2352360,219849,-1483315,-168630,507003,0,-97931,306446,0
315,611455,6845315,0,0,0,0,-11854358,0,0,143351,0,402388,0,20497,-73151,0,0
316,615469,6854731,0,0,0,0,-3041552,-1941537,0,-674572,0,0,169446,0,813720,0,9478628
317,615885,6859205,-9504,0,-12363025,151424,2642610,-587903,0,-673556,0,0,737808,0,-3128,0,-21490358
318,619196,6865514,0,0,4892904,-149572,-3748163,0,-2682651,0,0,-127758,772311,0,2081,-1022020,7701579
319,618286,6875102,0,0,0,-1172,0,-2463885,0,0,0,194,-308443,0,-109577,-760789,-8602974
320,617248,6882374,0,0,0,0,0,0,510213,-614026,0,11772,1187284,26804,-104673,0,7330342
321,619160,6884269,0,0,-48170657,129103,-5745923,-1937722,0,0,0,0,-481526,0,-575657,-233790,43966953
322,621081,6887490,2784991,0,0,0,-10644109,0,1163098,0,0,0,2662022,0,-129427,-431913,23145176
323,622404,6892415,0,0,0,170847,-8287189,-1784215,0,-449145,0,287666,324703,0,-267714,0,0
324,623695,6899152,0,0,0,-53175,9280548,0,0,0,12613405,-300255,-3375566,0,0,-1167,-23279930
325,624794,6902466,-10739410,0,0,-868,-4017201,-2266589,0,115293,0,-157274,3332842,0,1351429,0,-2966486
326,622661,6912377,0,0,0,0,0,1633164,0,212842,-18304264,-80193,0,0,2763,0,7012512
327,622479,6913243,0,0,0,0,-5653918,2182397,0,131818,16814684,0,-2551483,29781,-317226,0,3085524
328,622222,6915084,-18918627,0,0,833152,26485580,8355835,0,94846,0,42694,0,78215,0,0,0
329,607779,6739131,5749173,0,281208,206731,2515906,0,622020,75431,-27573,0,250335,28947,2030567,0,34945426
330,600610,6746729,-22149520,0,44802588,-379204,30903910,-321685,-224256,0,0,-16698,-594476,48373,-2157222,-2112170,129273
331,481700,7016858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,492822,7021073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,493963,7028589,-9988323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,497465,7047996,13852829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,510233,7055378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,523411,7066556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,530547,7078477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,558406,7110445,0,0,0,0,0,0,0,0,0,0,0,0,0,3942581,0
339,466099,6878189,6470725,0,0,0,0,0,0,-395616,0,0,1883631,0,0,0,0
340,478282,6768350,-3294661,0,0,0,0,0,0,-672469,0,0,0,0,0,0,0
341,479586,6776111,-5650855,0,0,0,0,0,0,0,0,0,0,0,0,0,-6890766
342,484372,6786223,0,0,0,0,0,0,0,0,0,-91082,0,0,0,0,0
343,486477,6805321,6513311,0,-17115368,0,0,-3135570,0,-219986,0,-67851,0,0,0,0,0
344,486549,6818280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8797665
345,488753,6825957,4437362,0,0,0,0,0,0,1288071,0,-122852,0,0,0,0,0
346,489183,6834274,-3499653,0,-40997875,0,0,0,0,0,0,203129,0,0,0,0,0
347,486541,6840277,-5181206,0,0,0,0,0,0,0,0,78656,-2584701,0,0,0,-10673244
348,483240,6852120,7160583,0,-23145887,0,0,1538961,0,0,0,0,701070,0,0,0,0
349,467376,6877299,-6955606,0,81259130,0,0,4159619,0,0,0,0,0,0,0,0,26361675
350,617740,6729212,0,0,186385626,1734040,-58461260,-41984705,1403617,0,-63660468,4001756,-3688947,-1292791,-7188578,6220275,0
351,622659,6729964,7788209,0,0,0,0,-25533414,3620785,561808,5344354,0,0,0,0,13654790,156131023
352,617626,6731219,28754455,0,96471880,0,0,0,0,-951979,0,0,-1313303,0,-1901572,0,115691793
353,617548,6728634,-122280924,0,272902372,403191,0,0,38104659,0,0,-1773541,-19426695,-757251,0,0,-309883512
354,523385,6705273,25747737,0,-1842649265,2920043,0,-60715578,-4548186,-3326036,0,0,0,294742,-10170260,-11472339,-57615050
355,584637,6724636,0,0,325333030,0,11407150,3680134,-2738439,0,0,55752,0,280390,5573232,-1322410,11049765
356,587475,6732106,0,0,0,466625,0,-4237114,2178242,-652273,0,181569,0,249093,984005,-2040554,0
357,592499,6740732,17654366,0,-43395201,-971856,0,4024243,0,0,0,-423018,1278260,0,2498130,0,9728817
358,569814,6669709,0,0,-56970077,-256416,18164571,0,9796528,0,0,-293522,0,0,-906712,-1070313,0
359,572694,6675131,-25366873,0,227064919,-711029,6868005,0,0,0,-22989853,-361176,-2205935,721949,0,4001142,0
360,576105,6681368,-42064598,0,0,1178802,0,8096581,0,-2004667,0,0,0,-376770,8700314,0,0
361,578130,6685227,0,0,-100872811,-711950,24398108,11371036,-17254876,545028,-54827614,0,-2554175,0,0,0,106402859
362,578123,6686190,49038900,0,-75477374,393908,0,0,0,0,-11673008,464404,0,-64664,-3219790,1382149,0
363,578165,6690898,0,0,-87155451,-194243,22069353,0,0,0,0,0,3903258,0,10508939,929879,-28550443
364,580129,6694923,36668597,0,0,0,0,-6198405,10947258,0,0,-132092,0,0,0,-3660925,36974602
365,580064,6702306,-39126120,0,-91382651,0,0,0,0,-6407228,0,-1143025,0,-432752,-4669864,0,11697845
366,581824,6709648,0,0,0,366927,-29701952,20335167,0,0,0,0,0,348127,-1132699,0,28585010
367,557116,6650923,0,0,0,0,0,2905887,1260960,0,-11423969,0,-6093998,-183183,-1203895,2184289,0
368,567566,6666459,-173526374,0,0,0,20239016,0,0,0,0,-689298,7395073,-1198221,-4499002,8697428,-221805673
369,545497,6650639,0,0,-45414476,-377761,25002758,5702392,0,1093377,-14922252,0,4279247,286357,10924929,0,56226621
370,564428,6658894,157735690,0,0,955636,0,-8003772,-8075495,0,-8856844,80443,-2562971,0,-4268481,-1106082,23709469
371,559793,6655999,-30741410,0,0,-1675764,13139335,11454066,0,0,-17882213,0,-1568361,-77500,0,-9697851,-35410917
372,540106,6641390,0,0,167229980,-241296,-33338371,0,-4395954,-1781153,-7502365,225783,1973166,0,0,0,0
373,538770,6632973,0,0,-40892379,0,46138757,-6504514,1288343,-299456,0,1038470,0,112630,-1079362,0,0
374,532583,6622880,0,0,0,0,0,0,13316078,0,0,358892,3784622,-114444,-6229994,-1650532,-64450601
375,529701,6614251,0,0,-78281000,-406915,-72458767,16980003,0,621800,0,114277,0,189566,-2467163,4492796,21589009
376,528668,6604334,0,0,-2974454,-505104,0,0,0,920286,0,0,-2271842,157970,0,-2414724,0
377,527183,6598027,-20849713,0,0,147745,-38675964,-11169932,0,0,16004917,-191701,14889566,-359127,-1788746,1957215,0
378,612999,6727856,0,0,-170812122,0,-6207844,0,-39110663,0,0,0,924965,130403,710363,0,-7938712
379,610048,6726768,-21426019,0,-299075113,0,0,25754476,0,0,19262040,3055092,0,103781,665300,0,0
380,603284,6724145,0,0,38738057,0,10962135,0,-40654245,0,118794969,-13333,9789935,164920,863458,0,-20561024
381,597298,6721135,0,0,-142089545,0,18209195,-7080058,0,0,0,0,-5271433,142999,-50156,-8389021,0
382,588766,6719591,-29244945,0,86598294,497975,-9162557,0,0,0,-13089387,0,-1032652,275347,-475700,-4515452,0
383,584067,6717197,-112375555,0,0,0,26232632,8256555,0,0,0,-2889344,0,-79610,0,0,-18907873
384,574843,6717317,89713855,0,135812853,71803,-2648363,-376237,27155822,0,0,204185,-323288,9455,-6790315,26864214,0
385,569404,6715515,107954888,0,81179542,169495,-1346639,0,-21938875,-109912,0,-743663,807372,-212174,0,-4533653,0
386,559798,6717319,-14740992,0,68774166,1413159,0,0,659687,-126796,34510216,-77715,0,0,-6668892,-1402887,0
387,551831,6717609,0,0,0,141751,0,32084379,-1100465,119300,22439361,0,0,0,0,-7531283,1244899
388,539048,6716898,-21356473,0,-12894992,0,0,0,0,-414064,0,0,-161889,-256385,35257289,0,0
389,535140,6718768,1544929,0,132377292,176513,-11254006,9904464,0,0,1979460,0,0,-1096220,-13440151,0,-6193011
390,534472,6711991,0,0,257705772,0,-1148601,0,0,0,-66728861,54903,840187,1466543,0,6159045,0
391,529375,6708014,0,0,-24604689,974803,-6006175,6216542,32179723,-13479,0,0,-505903,102476,-10288864,-18697265,0
392,520968,6697509,-12462499,0,0,0,0,0,0,0,26408231,195910,5025610,-86519,-5417401,0,0
393,519703,6688228,0,0,0,0,0,-527203,3629,0,0,-922613,-1682222,-549870,0,-5878438,0
394,512293,6684654,0,0,144485198,149699,-5761750,0,0,3865608,19922697,351031,2876365,-171594,9500997,0,12115458
395,512368,6676412,13361486,0,173077400,-1736967,-16639991,-588292,-8356091,-2779932,667338,0,-212348,0,0,0,0
396,510133,6668117,0,0,245076611,-2621362,82133770,0,0,0,0,-964092,987181,0,0,0,-9403035
397,505800,6663429,0,0,-190431032,497892,41066009,0,0,-733204,25607109,0,0,0,0,1725888,82044929
398,500191,6659768,-11805936,0,0,829499,-28393191,0,2563527,0,-5390985,184034,0,0,2876058,4875739,0
399,496743,6644109,0,0,0,1796901,-6286489,0,1793909,-1562764,-2592639,-851813,0,65538,-1705190,0,0
400,460988,6609572,0,0,-81861320,0,0,5667959,0,-1394194,-114902,0,622710,742689,-266511,653428,0
401,472938,6626758,14201900,0,0,0,-8591992,0,0,0,-10153974,0,1070,-142664,-1248387,-4211608,7613176
402,472737,6622431,-9581187,0,0,-320635,0,0,0,0,-3188863,0,0,0,0,875367,121173
403,473578,6618523,0,0,105440343,-456980,-17098215,4834678,0,0,-15729660,48357,0,0,0,-961251,0
404,470058,6611044,0,0,65582995,0,0,0,0,0,0,220214,0,-250713,0,7296880,0
405,461150,6612623,-10316635,0,0,-492964,0,0,-2948787,2357222,24626418,0,0,-112060,-1585935,0,-134161411
406,454415,6611836,-218166,0,-40822666,0,0,5310666,1832397,0,0,0,0,0,-350548,4053801,185847
407,441682,6607145,0,0,-70716822,0,0,-10525221,0,1373468,-12193581,0,515348,0,-20877,5055735,12766907
408,434029,6607821,-3326433,0,0,-178225,3417848,0,0,0,16792582,0,0,0,-415264,5316038,7424600
409,428043,6608157,0,0,-40795809,-189316,-14169605,-9970053,0,1129805,0,-79089,1174323,0,8000391,-3602086,8448902
410,413669,6608098,0,0,0,235559,0,-3862779,0,-22845,-15055273,0,0,0,0,0,13053923
411,496081,6639711,246876,0,0,-3051,0,17783413,0,0,0,-375195,-15418,-111328,-21042,0,141515
412,484691,6632737,0,0,0,-966170,-23015392,-9592969,0,0,0,182202,-2400378,0,-1467733,-4489822,0
413,476647,6629992,0,0,0,-221456,0,0,-997654,0,-110662,196314,976976,0,-2116900,-7455603,20787418
414,518857,6708725,5656215,0,43170562,-2300512,0,6454192,0,0,-180618572,472076,261646,1349405,1524655,-11547314,0
415,507597,6713797,0,0,0,-16056,-1673465,-1955953,0,0,16320537,0,0,0,355139,5904255,0
416,504438,6718099,4752554,0,15993063,-28722,0,0,0,369375,0,66328,6499069,-101553,110547,0,0
417,505158,6726649,1827756,0,103778392,-30887,0,0,0,199057,-16738446,0,-5479486,12425,4169069,-6493972,0
418,500164,6733163,1635933,0,0,0,0,0,0,0,0,-41966,-7616149,0,-56125,0,8962129
419,501101,6737903,0,0,25710702,33339,389974,0,24241576,0,0,-52932,14923657,10180,-246770,0,-1430400
420,501110,6742600,-897417,0,-2770578,99106,-583648,0,47772933,0,0,0,0,0,181515,0,7671503
421,506280,6749950,0,0,0,0,-411135,0,0,0,0,0,-3016596,-20264,-45323,0,-6808792
422,490198,6753144,0,0,-1356642,0,0,0,-35374678,0,-711243,20792,0,-105971,-287386,0,0
423,476160,6763838,0,0,0,0,0,-2563010,-36639831,0,0,0,-6534315,0,0,-331727,721773
424,565001,6668391,48388876,0,-299975628,291561,0,856217,0,0,0,0,-347602,-1624,-674539,-1634017,131972060
425,558581,6673165,0,0,100372108,535627,0,0,0,0,0,0,-901526,0,-472154,0,0
426,554221,6682341,88953408,0,158397138,978736,0,0,252326,0,-6136231,0,-493451,294641,-166408,0,42701321
427,547671,6684755,-10412138,0,0,-75679,3565857,31841752,10724335,-2062433,0,49589,-925182,-66810,-1240133,0,0
428,541785,6690251,-17017069,0,0,0,3566288,-31651203,0,1236101,0,-87898,0,41196,0,12097448,0
429,532769,6696260,0,0,0,-1205310,0,0,0,0,0,0,0,596542,-2759244,-4031634,0
430,527346,6700715,0,0,273206066,377132,0,-15475,-8804727,-985229,-733253,-217962,0,370759,-127934,0,0
431,535864,6655173,0,0,0,0,0,-6124551,5457524,-47743,0,24937,-1872039,0,-176653,0,0
432,529893,6659606,0,0,0,0,-12516220,0,0,-49815,11782632,0,-1564873,-132363,3711263,0,6432557
433,522531,6666683,0,0,0,0,13299321,3211355,0,-138805,-20380768,89489,6411773,446286,-5322978,-4923418,4816439
434,517225,6666083,0,0,0,0,-22387586,0,0,0,0,0,0,0,2064407,9846836,0
435,566295,6628396,0,0,7250957,0,0,0,-9280126,-82515,0,-3407,0,0,0,-2317910,-4602675
436,560711,6637637,23335945,0,2310012,-174169,-7200912,-956560,0,-166360,0,29275,-518287,0,0,0,-6153762
437,556365,6647050,0,0,5013960,498119,3974922,0,0,-641967,0,12704,-1195229,-933,0,-89516,0
438,568847,6609130,1019492,0,-2680964,0,0,-1440645,0,-135195,0,276944,-1275558,-4227,11078,666198,-4936596
439,568627,6619365,0,0,0,0,0,-1901826,0,1858428,0,-312467,3341548,-178,0,1206160,0
440,585115,6607342,-12668703,0,-363119947,-119772,-70567720,0,0,-2418775,0,2014992,-1285782,962868,-11046346,0,351849576
441,591435,6617720,0,0,0,-2029678,0,0,-5380564,0,0,403665,0,0,0,0,142379772
442,589236,6613051,0,0,0,-2600,0,-10036812,0,0,20380768,0,-3290616,173817,0,0,-207506438
443,587636,6608747,30942901,0,-115827930,-1998,2097465,0,0,-1306193,0,611126,0,-481907,0,0,0
444,578515,6604520,-346185368,0,0,0,-31957852,0,-6409729,0,0,0,0,-401068,-21978243,0,18459734
445,569699,6603534,157039620,0,-2364523,9246332,-9003954,0,-6767018,0,0,1515482,-5010741,0,-17764586,0,-43332172
446,545326,6585670,-26778316,0,0,-2310688,0,0,2524820,1880007,0,-4314678,9356280,0,149880,0,-105291289
447,564142,6599977,227077743,0,761860455,0,-65275308,0,0,1083262,0,0,0,-427441,4411744,1788857,0
448,556979,6596853,-4342927,0,0,0,0,1301797,0,1885280,9795178,1499603,0,0,-6667493,0,-17484232
449,547732,6584582,-6339077,0,-656680,190814,153916223,1455158,0,0,82968416,0,0,0,16780446,-1762856,0
450,553946,6589829,0,0,-476964390,-2552139,-84918028,0,0,-3657371,-74908723,-1918841,0,-63039,-13061974,-4556514,-63185218
451,533756,6588400,-59136,0,0,0,-24427247,0,0,0,-53260678,0,0,607305,15795515,0,-82908421
452,540311,6586561,0,0,0,0,54953516,0,49614,0,43335883,0,-10312720,449677,-5922043,6898101,32123301
453,541174,6584955,9699419,0,73135338,0,999611,0,0,0,0,0,0,0,-1241897,168015,0
454,532160,6582393,0,0,-114230,0,0,0,0,47362,0,0,0,22118,-510121,0,0
455,450996,6576967,-5486022,0,0,1014839,0,0,0,0,0,0,0,0,0,0,0
456,456587,6589131,-9384041,0,0,-54703,0,0,0,2140057,0,0,0,0,0,0,0
457,458808,6599633,0,0,-10090865,0,0,0,0,-918276,0,0,0,0,0,0,0
458,459941,6601231,6558356,0,0,-36287,0,0,0,-2026128,0,0,0,0,0,0,0
459,497713,6706629,0,0,1014616752,-1012686,-45738976,0,0,-8041544,117571510,-1215276,0,-1337972,0,11398778,0
460,488458,6705861,0,0,0,1272850,-53081224,0,0,0,31066124,0,0,0,0,0,0
461,485081,6701907,0,0,0,1664227,23694779,16776036,0,0,0,0,0,0,0,0,0
462,472500,6703031,0,0,0,0,27919254,-16514489,0,0,0,0,0,0,0,0,0
463,465043,6712576,0,0,0,1542486,20508663,0,0,8041544,31286328,1287133,0,0,0,-10324692,0
464,457502,6708739,0,0,0,-1166365,26697504,18800730,0,0,0,-543933,0,0,0,10333494,0
465,419467,6584464,0,0,345031790,-700609,2504524,0,0,1171516,13212440,141121,-1942176,142325,1531305,0,0
466,414717,6583093,0,0,0,-111548,-6756841,8959335,0,0,-10519175,249083,-6916563,0,-2483135,0,-43802053
467,411972,6588894,0,0,-121676169,1502862,11455622,-98105,0,0,0,0,5082347,0,-1109031,4393323,0
468,406400,6596000,93085535,0,-192672479,1066476,29601638,-20781537,0,227574,-6342936,-224192,-14739893,0,-3105544,0,0
469,405909,6597271,47197978,0,0,-516322,14784536,12300501,3452533,-108570,-16518655,0,0,0,-569444,3178233,3554241
470,479732,6549642,0,0,0,-139320,-30743620,0,10105251,0,-24153193,514513,2168885,12448,-541155,0,38115258
471,472292,6554886,0,0,0,0,0,0,0,0,0,110676,0,-208043,-2426829,831709,0
472,468061,6565672,0,0,0,-659611,-19145846,0,-6572604,-4795891,37970681,423017,0,189957,4394976,3149833,0
473,466437,6568109,78663767,0,11604847,533426,0,0,0,0,18648949,0,0,-243300,-5611700,0,0
474,457239,6567502,46084876,0,47301545,-106430,19114227,0,0,0,0,0,0,224106,3137208,-7842259,-4462469
475,450707,6573760,0,0,156692471,451384,-22967394,0,-7526420,-5739394,0,201864,2177284,66742,-2427869,0,13109462
476,449176,6575736,151482006,0,-264644868,-391502,16961464,4963429,1382560,0,11067029,-650355,8527433,0,609415,1071142,0
477,443459,6580661,-63342706,0,-59529013,-744593,0,0,0,-3602565,0,168299,0,0,697347,1981537,-36248964
478,434849,6583110,-143945100,0,-62325735,-651626,5417865,0,0,1331228,0,438420,-5928794,0,0,-13064012,13697918
479,424602,6586299,0,0,0,-363451,0,-8265253,0,2410869,5407377,-587989,10518178,225832,3158060,-3882093,0
480,515971,6598391,0,0,0,77403,0,0,0,0,0,116191,0,-21189,-401959,-1249511,0
481,512909,6606277,0,0,0,293130,-3890572,0,0,161459,12856939,1569521,430716,84285,0,0,-3983210
482,507917,6620113,-20763544,0,-23965767,0,0,3399679,0,0,6858986,387134,-2668176,-192147,37267,-2094742,0
483,505473,6628805,20875660,0,-58420024,0,-5178259,3337658,0,2451176,0,498594,-1761991,51845,-158832,612193,0
484,499266,6637227,0,0,0,148332,-1906262,-5460847,0,-542842,0,0,-555998,-185113,-2008265,0,-10532926
485,498981,6658496,0,0,-18467962,2433,0,-362459,2167,-527117,0,0,0,0,0,0,0
486,673924,6580788,-15129255,0,156319903,1213011,-5025421,7267416,0,-50449,28377784,0,-2272577,-283177,-1627034,-1263891,0
487,672231,6581859,-24594745,0,-163735213,1177307,9278955,0,-4700282,3395491,14983551,97022,-2221881,0,7702079,6069160,-9634092
488,674193,6578955,33101835,0,0,0,11136548,0,-3165183,-386484,-20803680,0,0,-319321,5838280,0,50136372
489,672397,6577311,-2654404,0,132923190,0,819677,0,0,0,4251558,0,3708857,0,473159,0,42353248
490,671076,6584623,0,0,0,63730,-8573632,0,0,155677,-2568892,0,0,0,0,0,0
491,670491,6586185,-3081854,0,0,17892,222186,0,0,-14982,-3510220,0,-367230,0,75737,-273520,0
492,671567,6574951,-12336367,0,47431244,0,0,-1649782,12722890,0,0,-440021,16992858,290978,675914,2538894,0
493,671743,6582437,0,0,0,0,7744273,0,-11187023,0,5429026,0,-2715443,0,-1783706,0,0
494,670580,6583400,0,0,0,-128927,-12318406,0,0,434874,1504692,0,0,0,0,629926,-5362004
495,668912,6584003,0,0,0,-4127,11393317,0,0,-94573,0,-90114,0,0,0,0,0
496,672483,6582680,-847496,0,0,0,0,0,0,2554792,0,0,-1926690,0,0,-1479368,-8944109
497,675956,6583235,0,0,-66283538,0,0,-2516739,9287073,-2554792,0,0,0,0,0,381018,152620
498,672044,6576364,-8142276,0,0,-172384,-28101873,0,-92559,0,43675264,156837,0,-471146,699484,0,-24552717
499,669888,6570098,0,0,0,0,0,2895186,0,0,0,-48728,0,-111069,0,6226436,57001956
500,668247,6568187,-15261529,0,0,-627092,9580785,0,4799925,291682,0,-60893,0,0,-854454,0,-61044716
501,665884,6566571,0,0,-3170469,0,-12928373,0,0,151500,0,0,0,15728,0,0,-19923319
502,665389,6566261,0,0,0,365312,0,0,0,0,0,0,0,0,-18869,-154121,-27710673
503,662096,6565716,1498744,0,-60557333,18723,0,1574194,0,-7399,0,971,0,176866,78016,0,0
504,659554,6565262,-12253992,0,-65023308,15069,0,-166399,-64132,-72346,0,-63597,0,18613,-62156,0,-9259796
505,658267,6564870,16640234,0,0,14278,-11185877,8222724,0,-342123,0,3532,-830890,0,0,-813324,-12539620
506,655058,6564353,19782700,0,46932545,0,6608170,-5975596,-4986193,-20888,0,-24987,489053,0,-72982,0,0
507,651885,6563678,-12460225,0,-17782190,-36608,0,-2453738,0,-13805,-542035,0,687439,0,-47130,-317770,0
508,651279,6562834,-815675,0,-169765,-1053302,27956717,0,6381138,-450339,0,0,0,537867,-4318560,-591654,0
509,651243,6561248,0,0,-16426449,-72887,-6134916,0,0,0,0,7286,0,18483,-244784,0,9286388
510,650758,6558674,-362839,0,0,0,0,0,-330999,-381014,0,59709,201798,0,0,0,16850402
511,647135,6553329,15016639,0,-51825222,0,-23457256,0,-525226,-527163,14176614,0,2310524,0,-4365116,5732344,0
512,638726,6547837,0,0,233462539,-365022,0,-441172,-279440,0,0,0,0,223747,-313052,-1538901,8873060
513,632674,6547755,0,0,0,-300174,0,-5273414,4282428,-1064519,0,22152,-3198047,0,-561762,0,48102424
514,627013,6548663,0,0,5408106,561565,11900597,2248147,-4501313,-704302,0,-195928,529118,0,0,-3540358,-37059955
515,623541,6549344,17353824,0,-109299383,0,-7838135,0,0,-456102,27162265,263760,-8061917,549188,-251257,0,55453156
