node,pos_00,pos_01,inflow_00,inflow_01,inflow_02,inflow_03,inflow_05,inflow_06,inflow_07,inflow_08,inflow_09,inflow_10,inflow_11,inflow_12,inflow_13,inflow_15,inflow_18
516,614920,6551010,-27850145,0,-103779259,-242053,-12219312,-3604104,0,-1040579,0,5030,2782487,-414487,419469,1265775,0
517,606969,6551327,0,0,-94081392,-705824,0,0,2363453,0,-32098649,315509,2406443,49574,-1747890,-1124667,0
518,604819,6549930,-7461041,0,0,-99811,0,-2358345,0,656544,0,0,0,213925,0,0,0
519,598495,6548595,0,0,-87604539,-361570,-32944344,-1776825,0,-1017009,0,0,-2957071,0,-493328,0,0
520,590922,6547472,-26811316,0,0,0,0,-3653310,-7008716,0,27154183,26548,0,0,1034153,-3256060,0
521,583467,6544328,-8206818,0,-219911100,-584441,16560574,0,-1242960,-523280,0,183383,1709798,0,-583514,-2634162,0
522,577157,6542175,0,0,0,366594,0,-1881513,0,0,23031361,56258,0,0,7395719,-1388962,0
523,561163,6541610,-12705289,0,0,-376450,-121032882,-19722250,0,0,0,84779,-4241640,0,431150,0,0
524,550295,6545070,0,0,0,0,0,0,1210821,-476301,15241055,0,1134961,0,-306894,0,-12385879
525,541469,6545852,-447087,0,70806412,-211422,0,0,0,0,6704223,0,0,0,-1501677,411467,0
526,530716,6547490,-3096801,0,16041825,-228324,121032882,-3382001,0,-493132,0,46069,460241,0,-1703195,1814609,0
527,519501,6547214,-4823749,0,0,377272,426859,-15198522,2612571,0,-14324564,-342033,3687205,0,1116359,-346990,-34315102
528,503403,6546585,119126946,0,-148288917,2206615,174937333,13716414,0,9091861,-74361355,-5525150,26567424,-241119,38039981,0,-95234685
529,651385,6561240,0,0,243323995,-688490,-8655202,-2614153,0,650326,0,-720655,0,0,-899633,-4454377,26042936
530,667224,6566413,0,0,64825073,156638,0,4577005,1163780,3583924,0,0,563016,104422,-405604,1595891,0
531,657981,6560482,-2780748,0,0,0,35667196,0,0,815065,7813577,-72596,2295691,-272088,-1432585,0,25152635
532,506379,6547530,-23243314,0,748754502,9776011,0,72558426,0,-18179322,0,0,0,0,-3711001,0,109593601
533,501091,6545639,0,0,-250641664,0,0,0,0,0,0,0,0,-567083,5838533,10612220,-62887250
534,505104,6542280,-16793688,0,-61597763,-431770,0,0,0,-2146464,0,0,0,-62758,0,0,-31639790
535,498929,6545133,0,0,0,1924828,51958020,0,0,3708158,0,135283,0,276563,0,12721722,71547963
536,569475,6540292,-20177941,0,0,2137968,0,0,0,-2356549,0,245724,-9946908,0,-1419965,0,0
537,645499,6545700,-440760,0,-89011695,0,-292189,0,0,0,0,0,0,0,356538,268065,110420
538,643765,6536707,0,0,-28413681,-108509,-2788416,0,0,0,0,-34016,183584,0,-6310,-158667,0
539,634168,6528482,0,0,0,0,3065561,-138769,-156180,0,262720,125143,-144167,0,9411,337891,3404677
540,629016,6525340,-2383865,0,-18289443,-119773,0,-1997509,-712533,0,0,0,0,17639,-7168,0,-6126783
541,621192,6517697,-443481,0,8665689,23807,-2552793,-96011,0,0,-6738453,0,-207033,-14199,-51539,-725289,4088301
542,615535,6514673,0,0,0,547219,-29515771,0,0,0,0,-120338,4383996,-38893,-1509179,6137653,-3499716
543,606991,6513804,0,0,0,0,0,-1574194,0,-1301522,0,-188593,-154808,-15026,1810976,0,0
544,599815,6512758,0,0,0,-711106,-21832471,-2363393,0,0,0,612700,-1440446,0,2108909,-4923418,0
545,591344,6510404,0,0,0,-210250,0,0,0,-355428,-45410222,0,264071,0,1386641,0,0
546,579014,6504633,0,0,-9972750,-295658,0,0,0,-883216,12783625,0,0,0,-3717420,589810,0
547,573283,6503617,0,0,33895199,-1014839,20222445,0,0,2302395,11911418,-146285,251944,0,-93730,0,-118753
548,569013,6530217,-34151384,0,0,-1863159,-4545870,-1070621,502097,0,0,79409,0,-679942,0,0,-18506986
549,566886,6516570,116006267,0,-100680916,1945422,7901717,0,0,916121,0,0,2174053,84357,1806167,-4032720,55214511
550,648345,6638550,0,0,0,248107,0,0,0,327600,-1731249,0,203440,0,0,-2452013,-36221072
551,646262,6639501,-1274763,0,-67098479,0,-950217,0,0,0,0,-7722,534081,0,169289,0,-2453000
552,658020,6620679,-3596920,0,8228552,-543361,743478,1433854,7442471,576153,0,0,3473915,0,-6894,189803,-16041234
553,656714,6624124,-60431,0,0,17711,-2645912,0,0,0,-3059158,0,0,-99520,0,0,15176309
554,654689,6629785,4864448,0,19374611,0,0,0,0,0,-921784,0,-584265,0,0,850928,-7986761
555,651496,6635465,-278799,0,0,12600,-11949,0,4828399,0,0,242864,162959,0,-1732,-520479,-37848431
556,636027,6638465,1153921,0,-64648147,0,592080,0,0,-171838,-379863,0,0,0,0,2769423,427575
557,623296,6640658,0,0,11283511,0,0,0,0,0,0,28639,3578593,0,0,-283408,0
558,609611,6645563,0,0,-2666938,28607,-632815,0,0,-107874,-339481,0,0,4776,280915,0,0
559,603542,6646227,0,0,0,-50417,-395537,0,0,0,0,0,-1976757,0,-305651,0,391712
560,597456,6645753,0,0,13003952,0,0,0,0,-133536,0,0,0,0,159024,0,-3736514
561,589691,6644223,0,0,-107979375,-190848,3579303,0,-5452748,0,0,0,0,-231303,3283279,0,-81233271
562,668181,6589289,7848370,0,0,0,484942,120454,2527308,0,2784856,-10816,0,10841,-140233,0,-1186445
563,667775,6590278,15940864,0,0,59103,529932,591146,0,25072,0,36048,-74362,0,0,-339287,5460346
564,667293,6591402,-6389903,0,0,4579,359865,0,0,131722,-11126387,0,528289,0,-64864,-795586,3411040
565,666342,6593076,-3585620,0,0,0,8151685,0,-586640,0,8557162,26309,0,0,-90392,114871,1919007
566,665733,6594848,0,0,89979903,7724,0,-1117234,2293173,0,0,-13550,255696,0,409737,-506241,-2703480
567,665141,6596623,-8149906,0,-21265376,34319,199295,0,-4496181,-264536,-3075002,97162,-62209,0,-451614,-461057,948037
568,664013,6601588,-2602447,0,4608026,-15064,428955,-193231,-145125,0,-3810326,-39767,-143183,20791,4589,-546754,0
569,663677,6604933,0,0,0,0,0,1084077,0,104169,0,0,487490,0,-167669,4116504,0
570,662607,6608649,-352101,0,0,-38969,851794,651646,-5987,62033,0,0,-539143,-4835,0,-338547,-1125946
571,661774,6611469,-4112574,0,276739184,0,15252293,-5194312,3276398,171723,3772683,196244,0,0,733156,0,35063726
572,661368,6613430,0,0,0,-48945,526270,0,0,0,-1578176,8960,0,0,0,403563,0
573,647517,6640719,-8181016,0,0,-307280,181050,-14618787,0,0,0,-193547,-3814187,5214,-1820773,0,40703974
574,648462,6644534,1632188,0,-82709893,0,453555,11055828,0,0,-3128780,49027,0,-169413,-16098,911601,-60177222
575,651119,6649635,-337953,0,0,-222915,0,8699344,0,36133,2962224,184853,226158,0,363237,-705772,0
576,652177,6657351,42286044,0,-50841245,-291817,0,0,0,0,0,30021,2634987,0,2718020,0,0
577,651939,6659735,0,0,-10489917,-597049,-22553039,7905379,0,92169,0,-5489,3476610,173977,-2760214,-1205748,0
578,652263,6663405,-8396106,0,-4648838,-18133,-9289735,3519833,0,-476458,4056301,-364864,322183,0,0,0,19266610
579,652287,6669539,0,0,0,5860,-13100290,0,0,0,709425,18753,-266783,0,-3353305,3580399,0
580,649721,6680018,-11969576,0,0,-586029,326267,0,612247,1200204,4738160,20565,-976756,39074,-74909,-2441955,16939042
581,645729,6683169,0,0,0,-519858,163574,0,0,1976199,0,619314,0,-542048,3279570,0,11412860
582,642368,6688505,-21665525,0,0,-107575,0,0,0,-909864,0,59841,1367379,0,-945962,0,10631456
583,638685,6692565,-2136386,0,-100598612,-345925,0,3474651,0,0,-5060296,135041,1544963,0,-1100917,-499951,0
584,632235,6698868,0,0,0,-1216644,-9922736,0,0,3972,0,389435,0,-224933,-1864547,21862,0
585,632060,6704013,6049546,0,0,-820869,0,0,0,-576476,0,0,0,0,8551627,-473896,0
586,633057,6707327,0,0,-139996306,50465,0,0,0,0,10774343,-61607,0,316160,134231,0,-22948269
587,633551,6708617,-31777543,0,-290149581,-849249,0,0,4194185,0,-5923519,0,0,0,-2938780,-641909,30023255
588,633134,6715739,57036353,0,0,-131876,0,1120463,607328,0,-5106054,-329633,0,1016848,2945920,119774,0
589,631641,6723163,-9163573,0,-43699426,2388966,19348265,1288049,-9061864,873772,0,17794,199920,0,2163384,-2181470,66690897
590,631543,6723639,0,0,-45096378,-417399,0,0,241376,0,9466182,143108,-3425291,-2967,-2947938,0,11441686
591,631316,6724768,21540139,0,134790637,1438382,0,0,5419124,-9147317,0,165518,-165069,0,-2949,0,-58285221
592,627783,6726169,0,0,118563860,2146381,0,-20115682,-32985,1262303,0,-1036758,-78561,0,644837,0,297832869
593,627363,6726219,0,0,0,-532547,-67600013,0,-6447873,-1212991,0,-1672080,0,0,-25950,0,-40615843
594,622562,6725979,-9396347,0,0,0,79046662,0,-7987831,9658949,0,13770,1323264,0,3172646,0,-143985822
595,658151,6676593,0,0,-124625199,-112139,0,0,-3274515,0,0,-638298,13186597,-39074,15486348,0,0
596,676617,6675264,0,0,0,0,8609335,0,0,5358657,0,0,-11449481,0,0,0,0
597,692654,6675321,-6892857,0,0,784846,0,0,0,-8444916,0,-133739,1164156,169737,-19619083,0,0
598,700193,6662511,0,0,0,-605949,0,0,0,-1046953,0,201355,833778,0,0,0,16819399
599,582684,6650880,0,0,0,0,-4460027,276648,589092,-988967,5444829,0,0,-39755,-1051876,1711614,24705365
600,575366,6659821,0,0,0,-48580,-1736157,0,0,-878539,0,-52181,0,0,1628860,2681541,-6968224
601,591990,6631411,0,0,0,0,54045030,-15218831,12701147,-3193476,0,0,0,-250868,3822056,0,0
602,648991,6600050,0,0,0,-369286,12865812,1062592,0,-1383119,1195238,0,-1037163,0,-2993755,1176595,22667042
603,645591,6602293,0,0,0,0,0,-62968,0,-2042233,1341188,0,0,0,0,0,0
604,643031,6606187,6819548,0,0,-86059,0,0,0,-515121,0,0,6791557,0,0,0,0
605,633723,6610818,0,0,115827930,1174643,11483732,0,6499416,-1241043,-23471079,3114,6009362,-26854,0,0,0
606,625984,6612210,0,0,0,0,0,0,0,-1907821,650684,0,-915305,-87167,0,0,-2858491
607,617735,6613682,0,0,0,-765580,4152688,0,-4045834,2623514,0,0,0,0,-33739,0,0
608,608637,6614522,0,0,0,0,0,-3803964,2506528,0,0,0,-2235363,0,4318560,0,0
609,596928,6615899,0,0,0,0,0,0,0,2826504,0,3114,0,305484,0,0,0
610,666612,6585006,5735692,0,0,0,0,-3455090,0,0,0,0,0,0,0,1116758,0
611,664563,6586405,-11690283,0,0,265298,-5771083,-1330458,-33068,0,0,0,-168547,0,0,-920845,0
612,662769,6588561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,660733,6590667,19990390,0,0,-2197,0,0,0,0,0,0,0,0,33739,0,0
614,659134,6593781,-167232,0,0,-146879,66094,7072003,-60597,1181192,0,0,-188148,0,0,0,0
615,655929,6596521,-10034399,0,0,0,0,0,0,0,0,102812,-1941312,0,0,-2028164,0
616,585559,6582152,0,0,-63394864,-82525,0,-20590688,0,0,0,0,0,0,0,-4244953,0
617,580301,6585752,0,0,-13071044,0,15287689,9440520,0,556324,0,0,893569,422844,-36151,0,-10161966
618,576073,6588438,10779721,0,127015059,928,11428461,0,0,205455,0,-1030945,0,201369,-85881,0,0
619,643349,6561610,-478840,0,-65122,-448,4813016,0,0,894717,0,0,3915,0,0,0,-37285021
620,638984,6562488,1269598,0,0,952694,0,-6202322,0,808240,0,-101854,0,-548214,0,0,0
621,633358,6565713,-8157645,0,2372816,-171531,5999974,0,0,0,7380806,0,13201,-112111,1178933,0,0
622,623710,6569630,-13785443,0,0,402728,-32881766,0,0,-607901,-4933686,-94134,0,0,0,-173441,0
623,619747,6574277,0,0,0,-17521,2677461,-1605678,0,-2185666,-7274355,-110682,877795,0,-982401,0,0
624,616785,6580147,14532790,0,0,0,12189295,2884140,0,519764,29394675,0,0,167720,0,0,-21898504
625,615260,6583042,21858897,0,0,-799766,-4460027,762313,0,-686359,0,196903,-1699334,-121147,-3385848,132125,37285021
626,608767,6581376,-20654387,0,0,0,6756475,1076836,0,2266400,4060231,235203,0,0,-962474,0,0
627,601963,6579665,0,0,0,-14358,4905572,3318182,0,-1401933,-27996208,0,821539,206440,4155748,0,-15532161
628,594508,6578785,8243262,0,0,-312076,0,0,-6375381,362937,0,0,0,0,0,0,37430665
629,678848,6560092,0,0,0,-1220980,0,0,0,0,6671962,0,0,-364688,0,0,20613892
630,679149,6562777,8880311,0,0,0,0,0,0,444407,6088954,297694,0,75005,-44036,0,0
631,679983,6568735,0,0,0,0,0,0,0,0,1163090,-187033,-1308664,316141,-108272,0,0
632,678632,6569613,-7822225,0,0,-808700,6879420,0,0,-1451748,0,0,-1640505,-39771,0,0,-29711501
633,677073,6570533,16152883,0,0,0,4991961,0,0,515145,-15088299,0,-1406200,0,-33256,0,0
634,673424,6572669,-4922291,0,0,409334,5968726,0,0,-201781,-10322620,0,0,0,0,0,14031430
635,562586,6588208,0,0,162123120,0,-15293915,0,0,0,650797,0,0,-393104,-11181,0,0
636,621785,6505271,0,0,0,1217014,-9130580,0,0,0,0,0,-4383996,0,0,0,0
637,615777,6513679,0,0,0,-1217014,0,0,0,0,5807684,0,0,0,0,0,0
638,598299,6525983,0,0,0,0,7888875,0,0,0,-42917590,0,0,0,0,0,0
639,589965,6542478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,574227,6591798,0,0,11915518,0,-612161,0,13827,111376,0,0,0,-166,-56689,0,-16874673
641,571767,6596523,-5523339,0,0,5811,846913,9519441,0,0,0,42437,0,0,783427,12673,0
642,591460,6547998,5276362,0,-9707930,2563,2243157,0,49779,298134,0,-5314,-2667076,-80089,-29039,-774431,-2609628
643,589338,6552325,-4743830,0,18061220,0,-2074372,0,-585739,-382507,1331140,0,393331,0,0,0,-11483301
644,585915,6559058,13005128,0,0,14427,7280889,0,464061,228815,0,42092,2225111,0,-6901,-242712,-6080693
645,583297,6569101,0,0,-58608329,0,0,0,1041449,286192,0,78735,0,-313758,-99744,0,-16888733
646,583078,6573835,-24508286,0,0,-236292,0,0,0,0,14474564,18135,0,2881,-17985,0,-14491221
647,583829,6577931,-4795459,0,-7670652,-4292,-21489101,-261143,-961732,162627,0,0,71155,0,934498,0,20971107
648,536474,6475311,54660129,0,-202119927,1371416,-11463543,0,0,0,0,0,0,-145379,1513351,0,21490755
649,568681,6495702,0,0,0,-6292168,41205498,0,-13550296,-1008052,25666662,-446784,10311872,804579,0,2662672,0
650,568543,6502437,23996473,0,0,6325907,3599164,0,0,0,19507658,-51843,-10252777,-745025,-1875090,0,-58299178
651,565308,6496625,-42197660,0,0,308792,15435126,0,4243381,0,0,177611,0,-79188,-227633,5338033,0
652,556408,6488824,-7533233,0,-91694459,3951744,12946226,-2380177,0,0,0,0,0,-21029,0,1908947,-73073266
653,556637,6485560,-9538065,0,0,0,10136141,0,3055885,0,0,-38111,0,134679,2985834,0,-26509210
654,553325,6482344,0,0,-38437096,1293945,0,-3129383,0,1531817,0,56338,2328371,0,-4201114,0,66639026
655,545842,6477552,0,0,0,-831924,8965963,6362261,0,0,0,0,0,-114231,-74940,6624903,16287266
656,525319,6471487,0,0,79563427,1609420,7535316,-550618,-5546505,0,5479820,-31465,1159070,0,-981021,5371791,0
657,516867,6467490,-51102332,0,0,-359680,-14186739,0,2847229,-934516,1683348,17936,-4419633,-90769,1124173,0,-6498802
658,492242,6542463,-156133472,0,0,-1953081,0,-9001213,-12359296,0,-21709186,316886,0,-325633,0,6500303,0
659,486737,6541344,0,0,0,-882360,13948263,-14981613,0,3995821,-13568683,351137,0,0,0,8449903,0
660,477851,6538882,-246393831,0,363406816,718395,0,6589656,0,6848365,0,720047,0,0,-7893235,-17400007,97364162
661,467926,6531967,138793792,0,-75807645,-336415,-61618342,-10300197,-21114395,0,0,0,-4705059,-159691,4775790,0,0
662,461584,6526005,94699119,0,-324172246,-1068223,0,-7570887,-5890930,-3307717,-5141380,-329776,-2808890,0,0,-5798264,52425720
663,456991,6519527,-36303587,0,0,1449032,19777879,6446862,-4513866,1552124,-9750557,536805,0,0,-567626,2668925,26573601
664,453776,6514095,0,0,0,1219699,0,0,0,-1618039,-20196552,0,4061595,-189531,1347957,0,24586963
665,449426,6507486,-39163986,0,-66299232,-448045,0,-8110411,4209448,2242941,0,140890,4943137,0,0,0,29757602
666,444231,6496706,0,0,-41890841,-1805468,82055557,-10751391,0,-723165,-7512996,319330,0,-135135,25042090,-6096237,-41297803
667,439371,6486125,-63372569,0,0,-629427,19368483,0,-5604115,0,0,-102632,0,0,2131218,4596147,8397969
668,432874,6472597,-37309233,0,0,973276,0,-15358868,0,0,-15100552,-654499,0,0,-1705972,9136066,0
669,429131,6464644,-13530336,0,0,343729,-22821160,0,0,-3657369,0,-220172,-3934022,0,1572746,5334324,23152214
670,424489,6459817,-26359931,0,134737830,-977911,7837862,8035491,-4669334,-1972745,0,207139,-4289096,0,-2802055,0,-59912268
671,414834,6449191,0,0,0,700256,0,2499197,0,3049176,-16004418,0,7578428,918948,3756793,10453057,-75007486
672,503515,6539851,0,0,68980653,0,-57948014,0,-40264157,0,0,0,0,0,-685888,6593675,-9134574
673,502920,6531363,0,0,-72219996,1492204,-165698698,0,0,0,0,613364,-820430,0,-722547,-5469235,-48492698
674,509349,6523681,-2415784,0,0,300568,0,4024664,0,0,0,0,0,-714252,-470870,0,34616394
675,509340,6516915,0,0,0,-1227477,8536672,2907963,0,2777020,0,590353,3711465,0,0,519401,-36655497
676,509559,6511704,-11038521,0,0,640025,-1035469,0,2526579,-6462816,10430155,0,0,180895,-11957945,0,-3677191
677,508797,6506825,0,0,0,0,0,1541545,0,0,0,1328400,-13532115,0,8701981,-6769986,0
678,507034,6497910,0,0,0,442411,-20744029,1647992,12099796,0,0,876881,3282030,69362,2352555,9261305,0
679,502805,6488556,0,0,95019082,622328,0,0,-3089752,0,0,0,-3675535,0,-1723189,0,-28703443
680,502298,6479775,0,0,0,1258442,10121763,0,-6986197,-3171261,0,0,6482202,-340101,7060698,-1330896,35171522
681,505409,6472429,0,0,209824240,252822,53233724,0,0,0,0,0,1924226,0,-1148841,-5113648,0
682,508068,6554263,0,0,0,0,0,0,13768121,8941661,0,0,0,-304873,-3828158,16733666,0
683,509290,6562086,-71146328,0,-489524841,1269434,-67186183,0,0,3524722,0,2879822,-4263398,0,0,0,54920377
684,512437,6578948,0,0,166194495,-11806560,0,8102019,0,0,-13607610,0,0,-473597,-10717066,-6055327,-77675278
685,514052,6586511,-42907714,0,0,-902137,11668403,0,8410296,7091303,-6926064,-1232018,-11013398,0,-19375072,-13465357,0
686,520611,6592180,0,0,0,-4549805,0,32056288,6048908,8504285,0,5328915,-14671103,0,40790243,-4269397,-78697857
687,512022,6571051,108970142,0,0,4184358,-146696924,-37304569,12840888,0,0,0,0,0,-7646688,0,-94794052
688,454721,6524147,0,0,0,0,-13467532,2564355,0,0,0,0,0,0,0,0,0
689,448068,6521056,0,0,0,-991191,0,0,0,0,0,0,0,0,0,0,0
690,445493,6518716,0,0,0,0,0,2284160,0,0,0,0,0,0,0,0,0
691,438635,6512722,0,0,0,545654,0,0,0,0,0,0,0,0,0,0,0
692,431970,6508497,0,0,42077367,227248,4097155,0,0,0,0,0,0,79976,0,0,0
693,321168,6400299,0,0,0,-757582,0,8510399,0,-206480,0,0,10416081,131379,5331371,0,54571226
694,320324,6402352,-70380480,0,108108206,8623781,46140621,-26242589,55393124,-4532092,-123897421,-281622,0,0,0,0,44983796
695,321386,6397481,0,0,85891568,-92917,-4631061,11688558,0,916969,0,0,-6751347,0,-1844613,0,-49832926
696,327535,6403532,-32177273,0,0,-2865248,-37660327,0,0,2668692,0,-56109,0,0,0,0,0
697,325349,6402755,-48863430,0,381206874,-710577,0,0,0,-3367703,-4723014,-1097859,-2708993,0,-4696584,-9262522,39299792
698,322457,6401971,0,0,-313717101,-4509274,0,0,-29504145,0,0,833974,-29588041,-650131,-10277463,0,-96566779
699,321245,6401322,0,0,-950954834,4553757,-16985743,0,-33728526,-4242993,204987632,-416984,40272388,-1599171,0,39321671,0
700,320850,6401250,-1360437,0,528857758,-320961,0,-1153684,0,15670337,0,0,1684003,1394807,0,0,0
701,319716,6400328,14977,0,0,-135772,0,0,0,559086,0,0,-2055548,-77449,0,0,0
702,321696,6403195,5262791,0,15276252,0,0,0,0,0,0,-985212,-378893,111276,0,21822806,-18315704
703,324125,6402500,71103021,0,625451846,0,0,62034754,40919817,-6030532,-94973174,-520617,0,0,29525598,-30464002,0
704,315217,6399488,0,0,190596367,-2645770,4543239,-81092460,-29735284,-5472309,0,387531,0,0,-20084632,0,0
705,312839,6399576,0,0,0,-2969590,0,43212105,0,-10860432,0,669287,0,0,0,0,51754215
706,401807,6445371,0,0,0,1338762,98123608,19531382,-9366456,-1046357,0,0,0,0,-6689472,0,16831915
707,393573,6442898,118280637,0,100054540,884525,-115133947,0,0,-1433333,0,308584,2990539,-528715,0,-7315784,-93052486
708,383288,6439223,0,0,0,-802660,0,-11360515,0,2154630,0,343595,0,77079,0,14227085,57141522
709,370633,6434276,-111138701,0,377092849,0,24336458,0,-8489872,2304370,0,-599833,0,0,-5832528,-27470923,57865189
710,361175,6429802,0,0,0,0,0,0,0,-1519367,0,283054,0,81655,5839142,-6469266,0
711,353852,6423240,0,0,0,-927642,0,15607856,0,0,23245936,-656682,-3689907,-300493,5667825,10818704,69146229
712,351089,6420094,0,0,0,-919752,0,31433435,0,-1490314,24464317,0,0,0,9489361,16758843,-80931516
713,350250,6418989,-58648318,0,-43131412,-858647,5837634,5366760,13155722,1849925,0,0,0,-149514,-2968827,0,-66392059
714,348049,6416149,185321640,0,0,0,0,0,0,-1587844,0,361527,0,279278,0,0,0
715,347742,6415876,0,0,0,3357380,0,-14592752,-8125278,3361089,-4808967,111599,-4255600,119666,-19909406,13113668,0
716,343238,6410613,-31640976,0,-413266040,1516077,0,0,-5698803,5901605,-16443671,0,0,121437,-3054728,17126261,59801960
717,340374,6408690,0,0,0,0,-61815725,0,5179916,4064517,-2783031,47410,0,0,3298313,-5091460,-43512549
718,337789,6406304,92024534,0,0,-926907,2639969,0,8925676,0,41968484,0,0,179046,0,-5676262,-67194825
719,336906,6405568,0,0,-292547104,1116883,-43555626,-16725446,31074145,0,0,1326552,-4776589,-304416,875022,0,84495529
720,335801,6404715,0,0,0,-1212412,0,0,-1114601,0,16063209,0,-1226422,301503,-2636973,-26809951,30862762
721,332911,6404476,0,0,0,-1949105,0,8205994,0,-2682322,0,0,-4547503,-201823,4027917,5146469,0
722,331801,6404370,90988895,0,171156166,3591804,90121961,12068655,0,-3687047,-57063212,263448,0,0,0,-10225556,47464020
723,319667,6448919,3633229,0,0,-167867,0,-430847,0,0,0,0,0,0,506082,0,4369339
724,319184,6457866,-11408212,0,0,0,0,0,-116010,0,0,0,-1199530,0,-175812,0,0
725,321230,6471776,0,0,0,0,0,0,0,0,0,68634,610801,0,0,0,-1099130
726,316531,6411094,0,0,0,0,0,0,744208,0,6687440,-887529,0,0,0,0,246920
727,317132,6417547,0,0,0,879823,0,-16119738,0,0,0,1156161,0,0,0,0,1283450
728,313613,6426870,0,0,0,0,0,0,0,-231892,25416408,-837431,239586,0,0,0,-3270209
729,313104,6435169,-574252,0,0,-1147502,0,0,0,0,-40761535,438025,0,0,-330270,0,382843
730,312732,6441211,0,0,0,-2104607,0,0,0,0,0,0,0,0,0,0,0
731,322040,6395151,0,0,-135939531,-97810,0,0,0,0,0,-509077,3611410,-99590,-1555718,24711422,0
732,323570,6389743,0,0,-48694255,-122879,0,2058264,0,-713841,20697037,0,0,-147254,992822,0,36276970
733,325322,6385270,9552960,0,83865093,319802,0,0,0,-641196,0,0,-2096958,82473,1739963,5760637,29582018
734,326462,6381052,0,0,-86343818,0,0,0,0,0,8747604,414400,1784101,0,-1191116,0,-24244165
735,326131,6379945,34930892,0,0,-268243,-9894088,0,0,0,26902344,-449419,-3345019,0,0,-2147053,30815889
736,325363,6378367,23775012,0,-148224313,1135622,7604755,0,0,-235541,1299785,0,0,-164051,0,-6724128,0
737,324976,6375640,39349989,0,-36585613,451933,-6807742,0,-3960534,413107,-8811618,11001,0,82300,2474934,0,0
738,328890,6365992,0,0,-71043343,0,0,0,0,-179155,0,0,0,0,2065402,-10697928,0
739,329558,6356401,-19805154,0,125461448,-326110,9530973,0,-2707789,-677777,8181625,0,0,0,0,0,0
740,330787,6347432,46640888,0,586159847,-69581,98905807,0,0,-234730,0,-395547,0,0,22677460,0,-83026393
741,333348,6332926,105276409,0,-879337905,-410829,-122514984,0,0,-324177,0,-181240,0,0,-19814705,0,-22925952
742,336988,6329401,0,0,0,-272630,-1363807,-1978273,0,-995730,0,-780013,-3162388,-359591,-1950196,-11077634,66831142
743,341654,6322625,-120701664,0,0,11667,0,-2769645,0,0,-6291296,-88056,0,-238921,0,0,0
744,345246,6314599,0,0,148371194,-421849,-26030205,0,0,6309848,-35208566,944894,0,276061,0,0,0
745,348353,6311189,29075113,0,0,1286568,50912405,0,0,0,12935175,-627866,-1239329,144613,-459010,0,40181773
746,356437,6305761,42817670,0,47146946,-324945,0,-2102916,1051933,0,0,0,0,-142745,-1207191,0,0
747,361218,6296104,0,0,115468167,0,-9651729,0,0,0,0,0,0,0,4680796,7191764,0
748,369073,6291561,0,0,-1435194,0,0,0,0,0,4648392,0,0,0,-2429354,0,-17610658
749,377065,6273638,-63465019,0,0,177056,7362510,0,9360945,-564945,0,-201540,1226946,-2511,-324767,0,0
750,376859,6263823,0,0,0,0,12900523,0,0,0,27636666,0,676566,79167,-516118,0,-3187514
751,370810,6256004,0,0,0,-61238,-3966549,-7272773,394544,25985,0,60650,0,76646,-547746,-1796483,-5154902
752,368547,6255419,0,0,0,-138748,0,0,0,285967,0,329534,998134,0,0,3872657,0
753,363171,6251823,12454073,0,0,-69322,3897206,-2577631,0,-355012,-4571164,56883,0,0,-750446,2790737,0
754,364860,6243399,0,0,149838851,292694,3530714,0,-89755,661588,0,178956,683169,0,-476468,364169,2588591
755,366989,6235616,8991711,0,-211264707,-503945,2584327,0,0,0,3791250,0,-429624,0,0,0,-5775992
756,346989,6309248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,370661,6284282,-53420743,0,40698086,0,-38684181,0,-3079034,-1572343,0,2420002,-3182543,97661,-2972370,0,-28550050
758,369157,6282646,35195620,0,48045049,-586277,-15011043,0,2554973,-431655,0,0,0,1108744,20881551,-18099663,-150694144
759,372066,6279096,-26698842,0,0,-70705,3014079,0,0,-309042,0,0,-1044885,0,0,5751540,0
760,404670,6597465,0,0,-164153602,0,0,0,0,0,77477139,0,2917995,0,0,0,-4421562
761,399185,6599283,0,0,-53136965,0,-17766580,0,0,0,8236357,0,0,0,0,-1916385,0
762,393749,6602142,0,0,0,0,-4405885,0,23971,49876,-18523717,-2712,0,-92,-13126,0,17528457
763,389860,6603750,16373259,0,0,-163769,0,0,0,556184,0,-158923,-1679144,0,-34800,0,-41696421
764,384989,6610594,9130972,0,0,274916,-15473022,0,0,1356536,0,28633,0,0,0,3865789,0
765,384175,6611150,0,0,0,0,-3697491,4439225,1988347,457914,0,60533,-1002017,0,-22129,-4639650,-17781575
766,381917,6611561,249810,0,0,0,0,4938248,34831,0,-5904309,-224321,-44948,-3752,-1368842,4961532,-23315215
767,377579,6611852,-18046892,0,0,294713,0,-4439225,0,521430,5862425,-373601,-194229,0,0,0,24733650
768,364238,6615302,0,0,0,95150,-3326999,0,1344880,0,121150,122900,0,-1727,-19198,0,0
769,357148,6620509,0,0,-82812437,-101025,0,0,0,687256,-44742154,-109325,0,0,916755,2328214,-45490647
